Flow_id,device,eth_Type,timeout,bord,nmbr_occ,permanent,priority,input,output,mac_src,mac_dst,ipv4_src,ipv4_dst,ip_proto,port_src,port_dst,flow_duration,total packets,total bytes,tot_forward_pkts,tot_backward_pkts,tot_forward_len_pkts,tot_backward_len_pkts,Pkts_len_mean,Flow Pkts/s,Flow Byts/s,Frd Flow PKts/s,Bwd Flow Pkts/s,Frd Flow Byts/s,Bwd Flow Byts/s,Frd_pkts_max_interval_2s,Frd_pkts_min_interval_2s,Frd_pkts_mean_interval_2s,Frd_pkts_std_interval_2s,Bwd_pkts_max_interval_2s,Bwd_pkts_min_interval_2s,Bwd_pkts_mean_interval_2s,Bwd_pkts_std_interval_2s,Frd_bytes_max_interval_2s,Frd_bytes_min_interval_2s,Frd_bytes_mean_interval_2s,Frd_bytes_std_interval_2s,Bwd_bytes_max_interval_2s,Bwd_bytes_min_interval_2s,Bwd_bytes_mean_interval_2s,Bwd_bytes_std_interval_2s,Idle_Max,Idle_Min,Idle_Mean,Idle_Std,Active_Max,Active_Min,Active_Mean,Active_Std,Total_packets_src,Total_bytes_src,Number_of_flows_src,Total_packets_dst,Total_bytes_dst,Number_of_flows_dst,timestamp
844427571198767,of:0000328dd09ba943,0x800,10,1,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35464,7,8,1095,4,4,559,536,136.875,1.14,156.43,0.57,0.57,79.86,76.57,4.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,559.0,0.0,139.75,279.5,536.0,0.0,134.0,268.0,6000,6000,6000,0,2000,2000,2000,0,13.0,5775.0,2.0,13.0,5775.0,2.0,48035713
844425431499393,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35466,8080,0,8,1105,4,4,546,559,138.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8.0,1082.0,2.0,8.0,1082.0,2.0,48037713
844427571198767,of:0000328dd09ba943,0x800,10,0,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35464,9,8,1095,4,4,559,536,136.875,0.88,121.67,0.44,0.44,62.11,59.56,4.0,0.0,0.8,1.79,4.0,0.0,0.8,1.79,559.0,0.0,111.8,249.99,536.0,0.0,107.2,239.71,8000,8000,8000,0,2000,2000,2000,0,8.0,1118.0,2.0,8.0,1118.0,2.0,48037713
844425431499393,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35466,8080,2,8,1105,4,4,546,559,138.125,4.0,552.5,2.0,2.0,273.0,279.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,2000,2000,0,0,0,0,0,4.0,546.0,1.0,4.0,546.0,1.0,48039713
844425431499393,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35466,8080,4,8,1105,4,4,546,559,138.125,2.0,276.25,1.0,1.0,136.5,139.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,4000,4000,0,0,0,0,0,8.0,1105.0,2.0,8.0,1105.0,2.0,48041713
844428412259746,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35468,8080,0,8,1118,4,4,559,559,139.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8.0,1105.0,2.0,8.0,1105.0,2.0,48041713
844425431499393,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35466,8080,6,8,1105,4,4,546,559,138.125,1.34,184.17000000000002,0.67,0.67,91.0,93.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,6000,6000,0,0,0,0,0,8.0,1105.0,3.0,8.0,1105.0,3.0,48043713
844428412259746,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35468,8080,2,8,1118,4,4,559,559,139.75,4.0,559.0,2.0,2.0,279.5,279.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,2000,2000,0,0,0,0,0,8.0,1105.0,3.0,8.0,1105.0,3.0,48043713
844426122923567,of:0000328dd09ba943,0x800,10,1,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35470,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8.0,1118.0,3.0,8.0,1118.0,3.0,48043780
844425431499393,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35466,8080,8,8,1105,4,4,546,559,138.125,1.0,138.13,0.5,0.5,68.25,69.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000,8000,8000,0,0,0,0,0,12.0,1699.0,3.0,12.0,1699.0,3.0,48045713
